Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2012-13,2013-14,2014-15,2015-16,2016-17,Source document,Source table,URL
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Governance of Australian Government Superannuation Schemes Act 2011,239539,179080.2615,180822.3219,133925.5156,101191.183,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Governor-General Act 1974,62224,80756.51119,78207.06591,90622.42323,87541.61949,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Judges' Pensions Act 1968,93442,100618.0261,70831.64766,83401.99358,101119.0558,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Parliamentary Contributory Superannuation Act 1948,466195,544013.9597,499798.1282,443194.5685,531953.0448,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Parliamentary Superannuation Act 2004,175048,143173.3787,127802.2952,119154.4863,93104.2511,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Same-Sex Relationships (Equal Treatment in Commonwealth Laws - Superannuation) Act 2009,414483,307087.529,331677.3955,381798.9611,313270.3901,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1922,478388,380086.3503,355921.1974,255961.5853,194734.8511,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1976,197146,222928.3619,209904.727,206011.7752,264013.571,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Administered expenses,Special Appropriations,Superannuation Act 1990,222251,266269.8633,322077.4288,282592.2486,314295.6554,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Departmental expenses,Departmental appropriation,Public Sector Superannuation,416562,324064.3917,387977.4146,276011.7547,326668.9361,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.2: Public Sector Superannuation,Departmental expenses,Expenses not requiring appropriation in the Budget year,,244338,198419.2068,233782.5343,250015.122,287360.301,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Building Australia Fund Special Account,437149,333733.8378,376788.2528,441708.8257,434008.2686,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Education Investment Fund Special Account,288628,301253.4404,346079.1667,409942.0346,412840.7954,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,Health and Hospitals Fund Special Account,227753,200138.3748,214688.2094,244480.7427,300022.139,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 1: Informed decisions on Government finances and regulatory practices through: policy advice; implementing frameworks; and providing financial advice, guidance and assurance.",Program 1.3: Nation Building Funds and DisabilityCare Australia Fund,Administered expenses,Special accounts,DisabilityCare Australia Fund Special Account 4,360918,424597.459,494930.0955,427948.9306,331807.0527,Department of Finance and Deregulation PBS,Table 2.1.1,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Animals Australia,356772,442044.2708,461987.9789,565651.4821,633448.5679,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
Finance and Deregulation Portfolio,Department of Finance and Deregulation,"Outcome 2: Effective Government policy advice, administration and operations through: oversight of Government Business Enterprises; Commonwealth property management and construction; risk management; and providing ICT services.",Program 2.1: Australian Government Business and ICT,Administered expenses,Ordinary annual services (Appropriation Bill (No.1)),Grants in Aid - Australian Institute of Policy and Science,446450,521823.8076,371032.0956,479022.1016,387845.0259,Department of Finance and Deregulation PBS,Table 2.1.2,http://www.finance.gov.au/publications/portfolio-budget-statements/13-14/docs/department-of-finance-and-deregulation.pdf
